0,1,2,3,4,5,6,7,8,9,10
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
100,100,100,100,97,86,75,67,55,44,27
